Boss,Character,Profile,Floor,Seed,Result,Virtual seconds,Player HP %,Abilities,Normal damage %,Heavy damage %,DoT damage %,RoomTick damage %
"Мясник Глубин","sasha",rich,7,15,Victory,7.16,55.17,"Разделка:2",89.80,0.00,10.20,0.00
"Мясник Глубин","sasha",rich,7,16,Victory,5.34,67.13,"Разделка:1",93.55,0.00,6.45,0.00
"Мясник Глубин","sasha",rich,7,17,Victory,5.30,68.51,"Разделка:1",93.22,0.00,6.78,0.00
"Мясник Глубин","sasha",rich,7,18,Victory,6.30,67.13,"Разделка:1",91.84,0.00,8.16,0.00
"Мясник Глубин","sasha",rich,7,19,Victory,6.32,64.60,"Разделка:2",89.87,0.00,10.13,0.00
"Мясник Глубин","sasha",rich,7,20,Victory,5.32,68.05,"Разделка:1",93.33,0.00,6.67,0.00
"Мясник Глубин","sasha",rich,7,21,Victory,6.28,68.74,"Разделка:2",88.57,0.00,11.43,0.00
"Мясник Глубин","sasha",rich,7,22,Victory,7.18,55.17,"Разделка:2",89.80,0.00,10.20,0.00
"Мясник Глубин","sasha",rich,7,23,Victory,6.28,64.83,"Разделка:1",92.36,0.00,7.64,0.00
"Мясник Глубин","sasha",rich,7,24,Victory,6.28,68.05,"Разделка:1",91.61,0.00,8.39,0.00
"Мясник Глубин","sasha",rich,7,25,Victory,7.12,53.56,"Разделка:2",90.20,0.00,9.80,0.00
"Мясник Глубин","sasha",rich,7,26,Victory,5.36,68.28,"Разделка:1",93.28,0.00,6.72,0.00
"Мясник Глубин","sasha",rich,7,27,Victory,7.20,55.86,"Разделка:2",89.64,0.00,10.36,0.00
"Мясник Глубин","sasha",rich,7,28,Victory,6.26,63.68,"Разделка:2",90.12,0.00,9.88,0.00
"Мясник Глубин","sasha",rich,7,29,Victory,5.28,64.14,"Разделка:1",94.16,0.00,5.84,0.00
"Мясник Глубин","sasha",rich,7,30,Victory,7.14,53.33,"Разделка:2",90.24,0.00,9.76,0.00
"Ржавый Кузнец","jennifer",poor,3,1,Defeat,11.12,0.00,"Ржавчина:1",100.00,0.00,0.00,0.00
"Ржавый Кузнец","jennifer",poor,3,2,Defeat,11.12,0.00,"Ржавчина:1",100.00,0.00,0.00,0.00
"Ржавый Кузнец","jennifer",poor,3,3,Defeat,12.24,0.00,"Ковка:1; Ржавчина:1",96.67,3.33,0.00,0.00
"Ржавый Кузнец","jennifer",poor,3,4,Defeat,12.24,0.00,"Ковка:1; Ржавчина:1",96.67,3.33,0.00,0.00
"Ржавый Кузнец","jennifer",poor,3,5,Defeat,12.24,0.00,"Ковка:1; Ржавчина:1",96.67,3.33,0.00,0.00
"Ржавый Кузнец","jennifer",poor,3,6,Defeat,11.12,0.00,"Ржавчина:1",100.00,0.00,0.00,0.00
"Ржавый Кузнец","jennifer",poor,3,7,Defeat,12.24,0.00,"Ковка:1; Ржавчина:1",96.67,3.33,0.00,0.00
"Ржавый Кузнец","jennifer",poor,3,8,Defeat,11.12,0.00,"Ржавчина:1",100.00,0.00,0.00,0.00
"Ржавый Кузнец","jennifer",poor,3,9,Defeat,12.24,0.00,"Ковка:1; Ржавчина:1",96.67,3.33,0.00,0.00
"Ржавый Кузнец","jennifer",poor,3,10,Defeat,11.12,0.00,"Ржавчина:1",100.00,0.00,0.00,0.00
"Ржавый Кузнец","jennifer",poor,3,11,Defeat,11.12,0.00,"Ржавчина:1",100.00,0.00,0.00,0.00
"Ржавый Кузнец","jennifer",poor,3,12,Defeat,12.24,0.00,"Ковка:1; Ржавчина:1",96.67,3.33,0.00,0.00
"Ржавый Кузнец","jennifer",poor,3,13,Defeat,11.58,0.00,"Ковка:1; Ржавчина:1",98.33,1.67,0.00,0.00
"Ржавый Кузнец","jennifer",poor,3,14,Defeat,12.24,0.00,"Ковка:1; Ржавчина:1",96.67,3.33,0.00,0.00
"Ржавый Кузнец","jennifer",poor,3,15,Defeat,11.58,0.00,"Ковка:1; Ржавчина:1",96.67,3.33,0.00,0.00
"Ржавый Кузнец","jennifer",poor,3,16,Defeat,11.12,0.00,"Ржавчина:1",100.00,0.00,0.00,0.00
"Ржавый Кузнец","jennifer",poor,3,17,Defeat,12.24,0.00,"Ковка:1; Ржавчина:1",96.67,3.33,0.00,0.00
"Ржавый Кузнец","jennifer",poor,3,18,Defeat,12.24,0.00,"Ковка:1; Ржавчина:1",96.67,3.33,0.00,0.00
"Ржавый Кузнец","jennifer",poor,3,19,Defeat,12.24,0.00,"Ковка:1; Ржавчина:1",96.67,3.33,0.00,0.00
"Ржавый Кузнец","jennifer",poor,3,20,Defeat,12.24,0.00,"Ковка:1; Ржавчина:1",96.67,3.33,0.00,0.00
"Ржавый Кузнец","jennifer",poor,3,21,Defeat,12.24,0.00,"Ковка:1; Ржавчина:1",96.67,3.33,0.00,0.00
"Ржавый Кузнец","jennifer",poor,3,22,Defeat,11.12,0.00,"Ржавчина:1",100.00,0.00,0.00,0.00
"Ржавый Кузнец","jennifer",poor,3,23,Defeat,11.12,0.00,"Ржавчина:1",100.00,0.00,0.00,0.00
"Ржавый Кузнец","jennifer",poor,3,24,Defeat,12.24,0.00,"Ковка:1; Ржавчина:1",96.67,3.33,0.00,0.00
"Ржавый Кузнец","jennifer",poor,3,25,Defeat,12.24,0.00,"Ковка:1; Ржавчина:1",96.67,3.33,0.00,0.00
"Ржавый Кузнец","jennifer",poor,3,26,Defeat,11.58,0.00,"Ковка:1; Ржавчина:1",96.67,3.33,0.00,0.00
"Ржавый Кузнец","jennifer",poor,3,27,Defeat,12.24,0.00,"Ковка:1; Ржавчина:1",96.67,3.33,0.00,0.00
"Ржавый Кузнец","jennifer",poor,3,28,Defeat,12.24,0.00,"Ковка:1; Ржавчина:1",96.67,3.33,0.00,0.00
"Ржавый Кузнец","jennifer",poor,3,29,Defeat,11.58,0.00,"Ковка:1; Ржавчина:1",98.33,1.67,0.00,0.00
"Ржавый Кузнец","jennifer",poor,3,30,Defeat,11.58,0.00,"Ковка:1; Ржавчина:1",98.33,1.67,0.00,0.00
"Ржавый Кузнец","jennifer",mid,3,1,Victory,16.08,100.00,"Ковка:1; Ржавчина:1",0.00,0.00,0.00,0.00
"Ржавый Кузнец","jennifer",mid,3,2,Victory,16.08,100.00,"Ковка:1; Ржавчина:1",0.00,0.00,0.00,0.00
"Ржавый Кузнец","jennifer",mid,3,3,Victory,16.08,100.00,"Ковка:1; Ржавчина:1",0.00,0.00,0.00,0.00
"Ржавый Кузнец","jennifer",mid,3,4,Victory,15.96,100.00,"Ржавчина:1",0.00,0.00,0.00,0.00
"Ржавый Кузнец","jennifer",mid,3,5,Victory,16.08,100.00,"Ковка:1; Ржавчина:1",0.00,0.00,0.00,0.00
"Ржавый Кузнец","jennifer",mid,3,6,Victory,15.96,100.00,"Ржавчина:1",0.00,0.00,0.00,0.00
"Ржавый Кузнец","jennifer",mid,3,7,Victory,16.08,100.00,"Ковка:1; Ржавчина:1",0.00,0.00,0.00,0.00
"Ржавый Кузнец","jennifer",mid,3,8,Victory,16.08,100.00,"Ковка:1; Ржавчина:1",0.00,0.00,0.00,0.00
"Ржавый Кузнец","jennifer",mid,3,9,Victory,16.08,100.00,"Ковка:1; Ржавчина:1",0.00,0.00,0.00,0.00
"Ржавый Кузнец","jennifer",mid,3,10,Victory,16.08,100.00,"Ковка:1; Ржавчина:1",0.00,0.00,0.00,0.00
"Ржавый Кузнец","jennifer",mid,3,11,Victory,16.08,100.00,"Ковка:1; Ржавчина:1",0.00,0.00,0.00,0.00
"Ржавый Кузнец","jennifer",mid,3,12,Victory,15.96,100.00,"Ржавчина:2",0.00,0.00,0.00,0.00
"Ржавый Кузнец","jennifer",mid,3,13,Victory,16.08,100.00,"Ковка:1; Ржавчина:1",0.00,0.00,0.00,0.00
"Ржавый Кузнец","jennifer",mid,3,14,Victory,15.96,100.00,"Ковка:1; Ржавчина:1",0.00,0.00,0.00,0.00
"Ржавый Кузнец","jennifer",mid,3,15,Victory,16.08,100.00,"Ковка:1; Ржавчина:1",0.00,0.00,0.00,0.00
"Ржавый Кузнец","jennifer",mid,3,16,Victory,16.08,100.00,"Ковка:1; Ржавчина:1",0.00,0.00,0.00,0.00
"Ржавый Кузнец","jennifer",mid,3,17,Victory,16.08,100.00,"Ковка:1; Ржавчина:1",0.00,0.00,0.00,0.00
"Ржавый Кузнец","jennifer",mid,3,18,Victory,16.08,100.00,"Ковка:1; Ржавчина:1",0.00,0.00,0.00,0.00
"Ржавый Кузнец","jennifer",mid,3,19,Victory,16.08,100.00,"Ржавчина:1",0.00,0.00,0.00,0.00
"Ржавый Кузнец","jennifer",mid,3,20,Victory,16.08,100.00,"Ковка:1; Ржавчина:1",0.00,0.00,0.00,0.00
"Ржавый Кузнец","jennifer",mid,3,21,Victory,16.08,100.00,"Ковка:1; Ржавчина:1",0.00,0.00,0.00,0.00
"Ржавый Кузнец","jennifer",mid,3,22,Victory,16.08,100.00,"Ковка:1; Ржавчина:1",0.00,0.00,0.00,0.00
"Ржавый Кузнец","jennifer",mid,3,23,Victory,16.08,100.00,"Ковка:1; Ржавчина:1",0.00,0.00,0.00,0.00
"Ржавый Кузнец","jennifer",mid,3,24,Victory,15.96,100.00,"Ржавчина:1",0.00,0.00,0.00,0.00
"Ржавый Кузнец","jennifer",mid,3,25,Victory,16.08,100.00,"Ковка:1; Ржавчина:1",0.00,0.00,0.00,0.00
"Ржавый Кузнец","jennifer",mid,3,26,Victory,16.08,100.00,"Ковка:1; Ржавчина:1",0.00,0.00,0.00,0.00
"Ржавый Кузнец","jennifer",mid,3,27,Victory,16.08,100.00,"Ковка:1; Ржавчина:1",0.00,0.00,0.00,0.00
"Ржавый Кузнец","jennifer",mid,3,28,Victory,15.96,100.00,"Ржавчина:2",0.00,0.00,0.00,0.00
"Ржавый Кузнец","jennifer",mid,3,29,Victory,16.08,100.00,"Ковка:1; Ржавчина:1",0.00,0.00,0.00,0.00
"Ржавый Кузнец","jennifer",mid,3,30,Victory,16.08,100.00,"Ковка:1; Ржавчина:1",0.00,0.00,0.00,0.00
"Ржавый Кузнец","jennifer",rich,3,1,Victory,2.72,100.00,"",0.00,0.00,0.00,0.00
"Ржавый Кузнец","jennifer",rich,3,2,Victory,2.26,100.00,"",0.00,0.00,0.00,0.00
"Ржавый Кузнец","jennifer",rich,3,3,Victory,2.26,100.00,"",0.00,0.00,0.00,0.00
"Ржавый Кузнец","jennifer",rich,3,4,Victory,2.26,100.00,"",0.00,0.00,0.00,0.00
"Ржавый Кузнец","jennifer",rich,3,5,Victory,2.72,100.00,"",0.00,0.00,0.00,0.00
"Ржавый Кузнец","jennifer",rich,3,6,Victory,2.26,100.00,"",0.00,0.00,0.00,0.00
"Ржавый Кузнец","jennifer",rich,3,7,Victory,2.26,100.00,"",0.00,0.00,0.00,0.00
"Ржавый Кузнец","jennifer",rich,3,8,Victory,2.26,100.00,"",0.00,0.00,0.00,0.00
"Ржавый Кузнец","jennifer",rich,3,9,Victory,2.72,100.00,"",0.00,0.00,0.00,0.00
"Ржавый Кузнец","jennifer",rich,3,10,Victory,2.26,100.00,"",0.00,0.00,0.00,0.00
"Ржавый Кузнец","jennifer",rich,3,11,Victory,2.26,100.00,"",0.00,0.00,0.00,0.00
"Ржавый Кузнец","jennifer",rich,3,12,Victory,2.26,100.00,"",0.00,0.00,0.00,0.00
"Ржавый Кузнец","jennifer",rich,3,13,Victory,2.26,100.00,"",0.00,0.00,0.00,0.00
"Ржавый Кузнец","jennifer",rich,3,14,Victory,2.72,100.00,"",0.00,0.00,0.00,0.00
"Ржавый Кузнец","jennifer",rich,3,15,Victory,2.26,100.00,"",0.00,0.00,0.00,0.00
"Ржавый Кузнец","jennifer",rich,3,16,Victory,2.72,100.00,"",0.00,0.00,0.00,0.00
"Ржавый Кузнец","jennifer",rich,3,17,Victory,2.26,100.00,"",0.00,0.00,0.00,0.00
"Ржавый Кузнец","jennifer",rich,3,18,Victory,2.72,100.00,"",0.00,0.00,0.00,0.00
"Ржавый Кузнец","jennifer",rich,3,19,Victory,2.72,100.00,"",0.00,0.00,0.00,0.00
"Ржавый Кузнец","jennifer",rich,3,20,Victory,2.26,100.00,"",0.00,0.00,0.00,0.00
"Ржавый Кузнец","jennifer",rich,3,21,Victory,2.26,100.00,"",0.00,0.00,0.00,0.00
"Ржавый Кузнец","jennifer",rich,3,22,Victory,2.72,100.00,"",0.00,0.00,0.00,0.00
"Ржавый Кузнец","jennifer",rich,3,23,Victory,2.26,100.00,"",0.00,0.00,0.00,0.00
"Ржавый Кузнец","jennifer",rich,3,24,Victory,2.72,100.00,"",0.00,0.00,0.00,0.00
"Ржавый Кузнец","jennifer",rich,3,25,Victory,2.26,100.00,"",0.00,0.00,0.00,0.00
"Ржавый Кузнец","jennifer",rich,3,26,Victory,2.72,100.00,"",0.00,0.00,0.00,0.00
"Ржавый Кузнец","jennifer",rich,3,27,Victory,2.26,100.00,"",0.00,0.00,0.00,0.00
"Ржавый Кузнец","jennifer",rich,3,28,Victory,1.82,100.00,"",0.00,0.00,0.00,0.00
"Ржавый Кузнец","jennifer",rich,3,29,Victory,2.72,100.00,"",0.00,0.00,0.00,0.00
"Ржавый Кузнец","jennifer",rich,3,30,Victory,2.26,100.00,"",0.00,0.00,0.00,0.00
"Ржавый Кузнец","violet",poor,3,1,Defeat,4.46,0.00,"",100.00,0.00,0.00,0.00
"Ржавый Кузнец","violet",poor,3,2,Defeat,5.56,0.00,"",100.00,0.00,0.00,0.00
"Ржавый Кузнец","violet",poor,3,3,Defeat,5.56,0.00,"",100.00,0.00,0.00,0.00
"Ржавый Кузнец","violet",poor,3,4,Defeat,5.56,0.00,"",100.00,0.00,0.00,0.00
"Ржавый Кузнец","violet",poor,3,5,Defeat,4.46,0.00,"",100.00,0.00,0.00,0.00
"Ржавый Кузнец","violet",poor,3,6,Defeat,5.56,0.00,"",100.00,0.00,0.00,0.00
"Ржавый Кузнец","violet",poor,3,7,Defeat,6.68,0.00,"Ржавчина:1",100.00,0.00,0.00,0.00
"Ржавый Кузнец","violet",poor,3,8,Defeat,5.56,0.00,"",100.00,0.00,0.00,0.00
"Ржавый Кузнец","violet",poor,3,9,Defeat,5.56,0.00,"",100.00,0.00,0.00,0.00
"Ржавый Кузнец","violet",poor,3,10,Defeat,5.56,0.00,"",100.00,0.00,0.00,0.00
"Ржавый Кузнец","violet",poor,3,11,Defeat,4.46,0.00,"",100.00,0.00,0.00,0.00
"Ржавый Кузнец","violet",poor,3,12,Defeat,6.68,0.00,"Ржавчина:1",100.00,0.00,0.00,0.00
"Ржавый Кузнец","violet",poor,3,13,Defeat,7.78,0.00,"Ржавчина:1",100.00,0.00,0.00,0.00
"Ржавый Кузнец","violet",poor,3,14,Defeat,6.68,0.00,"Ржавчина:1",100.00,0.00,0.00,0.00
"Ржавый Кузнец","violet",poor,3,15,Defeat,6.68,0.00,"Ржавчина:1",100.00,0.00,0.00,0.00
"Ржавый Кузнец","violet",poor,3,16,Defeat,6.68,0.00,"Ржавчина:1",100.00,0.00,0.00,0.00
"Ржавый Кузнец","violet",poor,3,17,Defeat,4.46,0.00,"",100.00,0.00,0.00,0.00
"Ржавый Кузнец","violet",poor,3,18,Defeat,5.56,0.00,"",100.00,0.00,0.00,0.00
"Ржавый Кузнец","violet",poor,3,19,Defeat,6.68,0.00,"Ржавчина:1",100.00,0.00,0.00,0.00
"Ржавый Кузнец","violet",poor,3,20,Defeat,5.56,0.00,"",100.00,0.00,0.00,0.00
"Ржавый Кузнец","violet",poor,3,21,Defeat,4.46,0.00,"",100.00,0.00,0.00,0.00
"Ржавый Кузнец","violet",poor,3,22,Defeat,5.56,0.00,"",100.00,0.00,0.00,0.00
"Ржавый Кузнец","violet",poor,3,23,Defeat,5.56,0.00,"",100.00,0.00,0.00,0.00
"Ржавый Кузнец","violet",poor,3,24,Defeat,5.56,0.00,"",100.00,0.00,0.00,0.00
"Ржавый Кузнец","violet",poor,3,25,Defeat,4.46,0.00,"",100.00,0.00,0.00,0.00
"Ржавый Кузнец","violet",poor,3,26,Defeat,5.56,0.00,"",100.00,0.00,0.00,0.00
"Ржавый Кузнец","violet",poor,3,27,Defeat,6.68,0.00,"Ржавчина:1",100.00,0.00,0.00,0.00
"Ржавый Кузнец","violet",poor,3,28,Defeat,5.56,0.00,"",100.00,0.00,0.00,0.00
"Ржавый Кузнец","violet",poor,3,29,Defeat,5.56,0.00,"",100.00,0.00,0.00,0.00
"Ржавый Кузнец","violet",poor,3,30,Defeat,4.46,0.00,"",100.00,0.00,0.00,0.00
"Ржавый Кузнец","violet",mid,3,1,Victory,21.06,11.11,"Ковка:1; Ржавчина:2",100.00,0.00,0.00,0.00
"Ржавый Кузнец","violet",mid,3,2,Victory,21.48,42.22,"Ковка:1; Ржавчина:2",100.00,0.00,0.00,0.00
"Ржавый Кузнец","violet",mid,3,3,Victory,21.06,11.11,"Ковка:1; Ржавчина:2",100.00,0.00,0.00,0.00
"Ржавый Кузнец","violet",mid,3,4,Victory,19.80,51.11,"Ковка:1; Ржавчина:2",100.00,0.00,0.00,0.00
"Ржавый Кузнец","violet",mid,3,5,Victory,20.22,71.11,"Ковка:1; Ржавчина:2",100.00,0.00,0.00,0.00
"Ржавый Кузнец","violet",mid,3,6,Victory,19.80,75.56,"Ковка:1; Ржавчина:2",100.00,0.00,0.00,0.00
"Ржавый Кузнец","violet",mid,3,7,Victory,20.22,37.78,"Ковка:1; Ржавчина:2",100.00,0.00,0.00,0.00
"Ржавый Кузнец","violet",mid,3,8,Victory,21.06,60.00,"Ковка:1; Ржавчина:2",100.00,0.00,0.00,0.00
"Ржавый Кузнец","violet",mid,3,9,Victory,20.22,44.44,"Ковка:1; Ржавчина:2",100.00,0.00,0.00,0.00
"Ржавый Кузнец","violet",mid,3,10,Victory,20.64,40.00,"Ковка:1; Ржавчина:2",100.00,0.00,0.00,0.00
"Ржавый Кузнец","violet",mid,3,11,Victory,20.22,48.89,"Ковка:1; Ржавчина:2",100.00,0.00,0.00,0.00
"Ржавый Кузнец","violet",mid,3,12,Victory,20.64,68.89,"Ковка:1; Ржавчина:2",100.00,0.00,0.00,0.00
"Ржавый Кузнец","violet",mid,3,13,Victory,21.48,22.22,"Ковка:1; Ржавчина:2",100.00,0.00,0.00,0.00
"Ржавый Кузнец","violet",mid,3,14,Victory,21.06,40.00,"Ковка:1; Ржавчина:2",100.00,0.00,0.00,0.00
"Ржавый Кузнец","violet",mid,3,15,Victory,20.64,15.56,"Ковка:1; Ржавчина:2",100.00,0.00,0.00,0.00
"Ржавый Кузнец","violet",mid,3,16,Defeat,20.02,0.00,"Ковка:1; Ржавчина:2",100.00,0.00,0.00,0.00
"Ржавый Кузнец","violet",mid,3,17,Victory,20.22,48.89,"Ковка:1; Ржавчина:2",100.00,0.00,0.00,0.00
"Ржавый Кузнец","violet",mid,3,18,Victory,19.80,40.00,"Ковка:1; Ржавчина:2",100.00,0.00,0.00,0.00
"Ржавый Кузнец","violet",mid,3,19,Victory,21.48,26.67,"Ковка:1; Ржавчина:2",100.00,0.00,0.00,0.00
"Ржавый Кузнец","violet",mid,3,20,Victory,21.90,91.11,"Ковка:1; Ржавчина:2",100.00,0.00,0.00,0.00
"Ржавый Кузнец","violet",mid,3,21,Defeat,20.02,0.00,"Ковка:1; Ржавчина:2",100.00,0.00,0.00,0.00
"Ржавый Кузнец","violet",mid,3,22,Defeat,20.02,0.00,"Ковка:1; Ржавчина:2",100.00,0.00,0.00,0.00
"Ржавый Кузнец","violet",mid,3,23,Victory,19.80,77.78,"Ковка:1; Ржавчина:2",100.00,0.00,0.00,0.00
"Ржавый Кузнец","violet",mid,3,24,Victory,20.22,55.56,"Ковка:1; Ржавчина:2",100.00,0.00,0.00,0.00
"Ржавый Кузнец","violet",mid,3,25,Defeat,20.02,0.00,"Ковка:1; Ржавчина:2",100.00,0.00,0.00,0.00
"Ржавый Кузнец","violet",mid,3,26,Victory,21.48,26.67,"Ковка:1; Ржавчина:2",100.00,0.00,0.00,0.00
"Ржавый Кузнец","violet",mid,3,27,Victory,21.06,42.22,"Ковка:1; Ржавчина:2",100.00,0.00,0.00,0.00
"Ржавый Кузнец","violet",mid,3,28,Victory,21.06,4.44,"Ковка:1; Ржавчина:2",100.00,0.00,0.00,0.00
"Ржавый Кузнец","violet",mid,3,29,Victory,20.22,44.44,"Ковка:1; Ржавчина:2",100.00,0.00,0.00,0.00
"Ржавый Кузнец","violet",mid,3,30,Victory,21.90,68.89,"Ковка:1; Ржавчина:2",100.00,0.00,0.00,0.00
"Ржавый Кузнец","violet",rich,3,1,Victory,3.08,100.00,"",0.00,0.00,0.00,0.00
"Ржавый Кузнец","violet",rich,3,2,Victory,2.78,100.00,"",0.00,0.00,0.00,0.00
"Ржавый Кузнец","violet",rich,3,3,Victory,3.08,100.00,"",0.00,0.00,0.00,0.00
"Ржавый Кузнец","violet",rich,3,4,Victory,2.46,100.00,"",0.00,0.00,0.00,0.00
"Ржавый Кузнец","violet",rich,3,5,Victory,2.78,100.00,"",0.00,0.00,0.00,0.00
"Ржавый Кузнец","violet",rich,3,6,Victory,2.78,100.00,"",0.00,0.00,0.00,0.00
"Ржавый Кузнец","violet",rich,3,7,Victory,3.08,100.00,"",0.00,0.00,0.00,0.00
"Ржавый Кузнец","violet",rich,3,8,Victory,2.78,100.00,"",0.00,0.00,0.00,0.00
"Ржавый Кузнец","violet",rich,3,9,Victory,3.08,100.00,"",0.00,0.00,0.00,0.00
"Ржавый Кузнец","violet",rich,3,10,Victory,3.08,100.00,"",0.00,0.00,0.00,0.00
"Ржавый Кузнец","violet",rich,3,11,Victory,3.08,100.00,"",0.00,0.00,0.00,0.00
"Ржавый Кузнец","violet",rich,3,12,Victory,3.08,100.00,"",0.00,0.00,0.00,0.00
"Ржавый Кузнец","violet",rich,3,13,Victory,3.38,100.00,"",0.00,0.00,0.00,0.00
"Ржавый Кузнец","violet",rich,3,14,Victory,2.46,100.00,"",0.00,0.00,0.00,0.00
"Ржавый Кузнец","violet",rich,3,15,Victory,3.08,100.00,"",0.00,0.00,0.00,0.00
"Ржавый Кузнец","violet",rich,3,16,Victory,2.78,100.00,"",0.00,0.00,0.00,0.00
"Ржавый Кузнец","violet",rich,3,17,Victory,2.78,100.00,"",0.00,0.00,0.00,0.00
"Ржавый Кузнец","violet",rich,3,18,Victory,3.08,100.00,"",0.00,0.00,0.00,0.00
"Ржавый Кузнец","violet",rich,3,19,Victory,3.08,100.00,"",0.00,0.00,0.00,0.00
"Ржавый Кузнец","violet",rich,3,20,Victory,2.78,100.00,"",0.00,0.00,0.00,0.00
"Ржавый Кузнец","violet",rich,3,21,Victory,2.78,100.00,"",0.00,0.00,0.00,0.00
"Ржавый Кузнец","violet",rich,3,22,Victory,3.08,100.00,"",0.00,0.00,0.00,0.00
"Ржавый Кузнец","violet",rich,3,23,Victory,3.08,100.00,"",0.00,0.00,0.00,0.00
"Ржавый Кузнец","violet",rich,3,24,Victory,2.46,100.00,"",0.00,0.00,0.00,0.00
"Ржавый Кузнец","violet",rich,3,25,Victory,3.08,100.00,"",0.00,0.00,0.00,0.00
"Ржавый Кузнец","violet",rich,3,26,Victory,3.38,100.00,"",0.00,0.00,0.00,0.00
"Ржавый Кузнец","violet",rich,3,27,Victory,2.78,100.00,"",0.00,0.00,0.00,0.00
"Ржавый Кузнец","violet",rich,3,28,Victory,3.08,100.00,"",0.00,0.00,0.00,0.00
"Ржавый Кузнец","violet",rich,3,29,Victory,3.08,100.00,"",0.00,0.00,0.00,0.00
"Ржавый Кузнец","violet",rich,3,30,Victory,2.78,100.00,"",0.00,0.00,0.00,0.00
"Ржавый Кузнец","sasha",poor,3,1,Defeat,6.68,0.00,"Ржавчина:1",100.00,0.00,0.00,0.00
"Ржавый Кузнец","sasha",poor,3,2,Defeat,6.68,0.00,"Ржавчина:1",100.00,0.00,0.00,0.00
"Ржавый Кузнец","sasha",poor,3,3,Defeat,7.78,0.00,"Ржавчина:1",100.00,0.00,0.00,0.00
"Ржавый Кузнец","sasha",poor,3,4,Defeat,6.68,0.00,"Ржавчина:1",100.00,0.00,0.00,0.00
"Ржавый Кузнец","sasha",poor,3,5,Defeat,7.78,0.00,"Ржавчина:1",100.00,0.00,0.00,0.00
"Ржавый Кузнец","sasha",poor,3,6,Defeat,6.68,0.00,"Ржавчина:1",100.00,0.00,0.00,0.00
"Ржавый Кузнец","sasha",poor,3,7,Defeat,7.78,0.00,"Ржавчина:1",100.00,0.00,0.00,0.00
"Ржавый Кузнец","sasha",poor,3,8,Defeat,7.02,0.00,"Ржавчина:1",100.00,0.00,0.00,0.00
"Ржавый Кузнец","sasha",poor,3,9,Defeat,6.68,0.00,"Ржавчина:1",100.00,0.00,0.00,0.00
"Ржавый Кузнец","sasha",poor,3,10,Defeat,6.68,0.00,"Ржавчина:1",100.00,0.00,0.00,0.00
"Ржавый Кузнец","sasha",poor,3,11,Defeat,6.68,0.00,"Ржавчина:1",100.00,0.00,0.00,0.00
"Ржавый Кузнец","sasha",poor,3,12,Defeat,6.68,0.00,"Ржавчина:1",100.00,0.00,0.00,0.00
"Ржавый Кузнец","sasha",poor,3,13,Defeat,6.68,0.00,"Ржавчина:1",100.00,0.00,0.00,0.00
"Ржавый Кузнец","sasha",poor,3,14,Defeat,7.02,0.00,"Ржавчина:1",100.00,0.00,0.00,0.00
"Ржавый Кузнец","sasha",poor,3,15,Defeat,6.68,0.00,"Ржавчина:1",100.00,0.00,0.00,0.00
"Ржавый Кузнец","sasha",poor,3,16,Defeat,7.78,0.00,"Ржавчина:1",100.00,0.00,0.00,0.00
"Ржавый Кузнец","sasha",poor,3,17,Defeat,6.68,0.00,"Ржавчина:1",100.00,0.00,0.00,0.00
"Ржавый Кузнец","sasha",poor,3,18,Defeat,6.68,0.00,"Ржавчина:1",100.00,0.00,0.00,0.00
"Ржавый Кузнец","sasha",poor,3,19,Defeat,7.02,0.00,"Ржавчина:1",100.00,0.00,0.00,0.00
"Ржавый Кузнец","sasha",poor,3,20,Defeat,6.68,0.00,"Ржавчина:1",100.00,0.00,0.00,0.00
"Ржавый Кузнец","sasha",poor,3,21,Defeat,7.78,0.00,"Ржавчина:1",100.00,0.00,0.00,0.00
"Ржавый Кузнец","sasha",poor,3,22,Defeat,6.68,0.00,"Ржавчина:1",100.00,0.00,0.00,0.00
"Ржавый Кузнец","sasha",poor,3,23,Defeat,6.68,0.00,"Ржавчина:1",100.00,0.00,0.00,0.00
"Ржавый Кузнец","sasha",poor,3,24,Defeat,6.68,0.00,"Ржавчина:1",100.00,0.00,0.00,0.00
"Ржавый Кузнец","sasha",poor,3,25,Defeat,6.68,0.00,"Ржавчина:1",100.00,0.00,0.00,0.00
"Ржавый Кузнец","sasha",poor,3,26,Defeat,6.68,0.00,"Ржавчина:1",100.00,0.00,0.00,0.00
"Ржавый Кузнец","sasha",poor,3,27,Defeat,7.78,0.00,"Ржавчина:1",100.00,0.00,0.00,0.00
"Ржавый Кузнец","sasha",poor,3,28,Defeat,6.68,0.00,"Ржавчина:1",100.00,0.00,0.00,0.00
"Ржавый Кузнец","sasha",poor,3,29,Defeat,6.68,0.00,"Ржавчина:1",100.00,0.00,0.00,0.00
"Ржавый Кузнец","sasha",poor,3,30,Defeat,7.02,0.00,"Ржавчина:1",100.00,0.00,0.00,0.00
"Ржавый Кузнец","sasha",mid,3,1,Victory,9.36,56.94,"Ржавчина:1",100.00,0.00,0.00,0.00
"Ржавый Кузнец","sasha",mid,3,2,Victory,10.10,50.72,"Ржавчина:1",100.00,0.00,0.00,0.00
"Ржавый Кузнец","sasha",mid,3,3,Victory,9.96,57.89,"Ржавчина:1",100.00,0.00,0.00,0.00
